tipo_pasajero,origen,destino,tarifa_2026
Normal,Cristo Redentor,Costa Mar,630.0
Normal,Cristo Redentor,El Parque,630.0
Normal,Cristo Redentor,Lomas Coloradas,630.0
Normal,Cristo Redentor,C. Raúl Silva H.,630.0
Normal,Cristo Redentor,Hito Galvarino,460.0
Normal,Cristo Redentor,Los Canelos,460.0
Normal,Cristo Redentor,Huinca,440.0
Normal,Cristo Redentor,Cristo Redentor,440.0
Normal,Cristo Redentor,Laguna Quiñenco,450.0
Normal,Cristo Redentor,Intermodal Coronel,450.0
Normal,Cristo Redentor,Pasajero Lota,0.0
Normal,Cristo Redentor,Concepción Centro,0.0
Normal,Laguna Quiñenco,Hualqui,970.0
Normal,Laguna Quiñenco,La Leonera,910.0
Normal,Laguna Quiñenco,Manquimávida,910.0
Normal,Laguna Quiñenco,Pedro Medina,910.0
Normal,Laguna Quiñenco,Chiguayante,910.0
Normal,Laguna Quiñenco,Concepción,880.0
Normal,Laguna Quiñenco,Lorenzo Arenas,880.0
Normal,Laguna Quiñenco,UTFSM,900.0
Normal,Laguna Quiñenco,Los Cóndores,900.0
Normal,Laguna Quiñenco,Higueras,900.0
Normal,Laguna Quiñenco,El Arenal,910.0
Normal,Laguna Quiñenco,Mercado,910.0
Normal,Laguna Quiñenco,Juan Pablo II,790.0
Normal,Laguna Quiñenco,Diagonal Biobío,790.0
Normal,Laguna Quiñenco,Alborada,790.0
Normal,Laguna Quiñenco,Costa Mar,650.0
Normal,Laguna Quiñenco,El Parque,650.0
Normal,Laguna Quiñenco,Lomas Coloradas,650.0
Normal,Laguna Quiñenco,C. Raúl Silva H.,650.0
Normal,Laguna Quiñenco,Hito Galvarino,530.0
Normal,Laguna Quiñenco,Los Canelos,530.0
Normal,Laguna Quiñenco,Huinca,450.0
Normal,Laguna Quiñenco,Cristo Redentor,450.0
Normal,Laguna Quiñenco,Laguna Quiñenco,440.0
Normal,Laguna Quiñenco,Intermodal Coronel,440.0
Normal,Laguna Quiñenco,Pasajero Lota,0.0
Normal,Laguna Quiñenco,Concepción Centro,0.0
Normal,Intermodal Coronel,Hualqui,970.0
Normal,Intermodal Coronel,La Leonera,910.0
Normal,Intermodal Coronel,Manquimávida,910.0
Normal,Intermodal Coronel,Pedro Medina,910.0
Normal,Intermodal Coronel,Chiguayante,910.0
Normal,Intermodal Coronel,Concepción,880.0
Normal,Intermodal Coronel,Lorenzo Arenas,880.0
Normal,Intermodal Coronel,UTFSM,900.0
Normal,Intermodal Coronel,Los Cóndores,900.0
Normal,Intermodal Coronel,Higueras,900.0
Normal,Intermodal Coronel,El Arenal,910.0
Normal,Intermodal Coronel,Mercado,910.0
Normal,Intermodal Coronel,Juan Pablo II,790.0
Normal,Intermodal Coronel,Diagonal Biobío,790.0
Normal,Intermodal Coronel,Alborada,790.0
Normal,Intermodal Coronel,Costa Mar,650.0
Normal,Intermodal Coronel,El Parque,650.0
Normal,Intermodal Coronel,Lomas Coloradas,650.0
Normal,Intermodal Coronel,C. Raúl Silva H.,650.0
Normal,Intermodal Coronel,Hito Galvarino,530.0
Normal,Intermodal Coronel,Los Canelos,530.0
Normal,Intermodal Coronel,Huinca,450.0
Normal,Intermodal Coronel,Cristo Redentor,450.0
Normal,Intermodal Coronel,Laguna Quiñenco,440.0
Normal,Intermodal Coronel,Intermodal Coronel,440.0
Normal,Intermodal Coronel,Pasajero Lota,0.0
Normal,Intermodal Coronel,Concepción Centro,0.0
Normal,Pasajero Lota,Hualqui,0.0
Normal,Pasajero Lota,La Leonera,0.0
Normal,Pasajero Lota,Manquimávida,0.0
Normal,Pasajero Lota,Pedro Medina,0.0
Normal,Pasajero Lota,Chiguayante,0.0
Normal,Pasajero Lota,Concepción,0.0
Normal,Pasajero Lota,Lorenzo Arenas,0.0
Normal,Pasajero Lota,UTFSM,0.0
Normal,Pasajero Lota,Los Cóndores,0.0
Normal,Pasajero Lota,Higueras,0.0
Normal,Pasajero Lota,El Arenal,0.0
Normal,Pasajero Lota,Mercado,0.0
Normal,Pasajero Lota,Juan Pablo II,0.0
Normal,Pasajero Lota,Diagonal Biobío,0.0
Normal,Pasajero Lota,Alborada,0.0
Normal,Pasajero Lota,Costa Mar,0.0
Normal,Pasajero Lota,El Parque,0.0
Normal,Pasajero Lota,Lomas Coloradas,0.0
Normal,Pasajero Lota,C. Raúl Silva H.,0.0
Normal,Pasajero Lota,Hito Galvarino,0.0
Normal,Pasajero Lota,Los Canelos,0.0
Normal,Pasajero Lota,Huinca,0.0
Normal,Pasajero Lota,Cristo Redentor,0.0
Normal,Pasajero Lota,Laguna Quiñenco,0.0
Normal,Pasajero Lota,Intermodal Coronel,0.0
Normal,Pasajero Lota,Pasajero Lota,0.0
Normal,Pasajero Lota,Concepción Centro,0.0
Normal,Concepción Centro,Hualqui,0.0
Normal,Concepción Centro,La Leonera,0.0
Normal,Concepción Centro,Manquimávida,0.0
Normal,Concepción Centro,Pedro Medina,0.0
Normal,Concepción Centro,Chiguayante,0.0
Normal,Concepción Centro,Concepción,0.0
Normal,Concepción Centro,Lorenzo Arenas,0.0
Normal,Concepción Centro,UTFSM,0.0
Normal,Concepción Centro,Los Cóndores,0.0
Normal,Concepción Centro,Higueras,0.0
Normal,Concepción Centro,El Arenal,0.0
Normal,Concepción Centro,Mercado,0.0
Normal,Concepción Centro,Juan Pablo II,0.0
Normal,Concepción Centro,Diagonal Biobío,0.0
Normal,Concepción Centro,Alborada,0.0
Normal,Concepción Centro,Costa Mar,0.0
Normal,Concepción Centro,El Parque,0.0
Normal,Concepción Centro,Lomas Coloradas,0.0
Normal,Concepción Centro,C. Raúl Silva H.,0.0
Normal,Concepción Centro,Hito Galvarino,0.0
Normal,Concepción Centro,Los Canelos,0.0
Normal,Concepción Centro,Huinca,0.0
Normal,Concepción Centro,Cristo Redentor,0.0
Normal,Concepción Centro,Laguna Quiñenco,0.0
Normal,Concepción Centro,Intermodal Coronel,0.0
Normal,Concepción Centro,Pasajero Lota,0.0
Normal,Concepción Centro,Concepción Centro,0.0
Estudiante,Hualqui,Hualqui,140.0
Estudiante,Hualqui,La Leonera,170.0
Estudiante,Hualqui,Manquimávida,170.0
Estudiante,Hualqui,Pedro Medina,170.0
Estudiante,Hualqui,Chiguayante,170.0
Estudiante,Hualqui,Concepción,180.0
Estudiante,Hualqui,Lorenzo Arenas,180.0
Estudiante,Hualqui,UTFSM,190.0
Estudiante,Hualqui,Los Cóndores,190.0
Estudiante,Hualqui,Higueras,190.0
Estudiante,Hualqui,El Arenal,190.0
Estudiante,Hualqui,Mercado,190.0
Estudiante,Hualqui,Juan Pablo II,200.0
Estudiante,Hualqui,Diagonal Biobío,200.0
Estudiante,Hualqui,Alborada,200.0
Estudiante,Hualqui,Costa Mar,200.0
Estudiante,Hualqui,El Parque,200.0
Estudiante,Hualqui,Lomas Coloradas,200.0
Estudiante,Hualqui,C. Raúl Silva H.,200.0
Estudiante,Hualqui,Hito Galvarino,300.0
Estudiante,Hualqui,Los Canelos,300.0
Estudiante,Hualqui,Huinca,320.0
Estudiante,Hualqui,Cristo Redentor,320.0
Estudiante,Hualqui,Laguna Quiñenco,320.0
Estudiante,Hualqui,Intermodal Coronel,320.0
Estudiante,Hualqui,Pasajero Lota,0.0
Estudiante,Hualqui,Concepción Centro,0.0
Estudiante,La Leonera,Hualqui,170.0
Estudiante,La Leonera,La Leonera,140.0
Estudiante,La Leonera,Manquimávida,140.0
Estudiante,La Leonera,Pedro Medina,140.0
Estudiante,La Leonera,Chiguayante,140.0
Estudiante,La Leonera,Concepción,170.0
Estudiante,La Leonera,Lorenzo Arenas,170.0
Estudiante,La Leonera,UTFSM,180.0
Estudiante,La Leonera,Los Cóndores,180.0
Estudiante,La Leonera,Higueras,180.0
Estudiante,La Leonera,El Arenal,180.0
Estudiante,La Leonera,Mercado,180.0
Estudiante,La Leonera,Juan Pablo II,200.0
Estudiante,La Leonera,Diagonal Biobío,200.0
Estudiante,La Leonera,Alborada,200.0
Estudiante,La Leonera,Costa Mar,200.0
Estudiante,La Leonera,El Parque,200.0
Estudiante,La Leonera,Lomas Coloradas,200.0
Estudiante,La Leonera,C. Raúl Silva H.,200.0
Estudiante,La Leonera,Hito Galvarino,300.0
Estudiante,La Leonera,Los Canelos,300.0
Estudiante,La Leonera,Huinca,300.0
Estudiante,La Leonera,Cristo Redentor,300.0
Estudiante,La Leonera,Laguna Quiñenco,300.0
Estudiante,La Leonera,Intermodal Coronel,300.0
Estudiante,La Leonera,Pasajero Lota,0.0
Estudiante,La Leonera,Concepción Centro,0.0
Estudiante,Manquimávida,Hualqui,170.0
Estudiante,Manquimávida,La Leonera,140.0
Estudiante,Manquimávida,Manquimávida,140.0
Estudiante,Manquimávida,Pedro Medina,140.0
Estudiante,Manquimávida,Chiguayante,140.0
Estudiante,Manquimávida,Concepción,170.0
Estudiante,Manquimávida,Lorenzo Arenas,170.0
Estudiante,Manquimávida,UTFSM,180.0
Estudiante,Manquimávida,Los Cóndores,180.0
Estudiante,Manquimávida,Higueras,180.0
Estudiante,Manquimávida,El Arenal,180.0
Estudiante,Manquimávida,Mercado,180.0
Estudiante,Manquimávida,Juan Pablo II,200.0
Estudiante,Manquimávida,Diagonal Biobío,200.0
Estudiante,Manquimávida,Alborada,200.0
Estudiante,Manquimávida,Costa Mar,200.0
Estudiante,Manquimávida,El Parque,200.0
Estudiante,Manquimávida,Lomas Coloradas,200.0
Estudiante,Manquimávida,C. Raúl Silva H.,200.0
Estudiante,Manquimávida,Hito Galvarino,300.0
Estudiante,Manquimávida,Los Canelos,300.0
Estudiante,Manquimávida,Huinca,300.0
Estudiante,Manquimávida,Cristo Redentor,300.0
Estudiante,Manquimávida,Laguna Quiñenco,300.0
Estudiante,Manquimávida,Intermodal Coronel,300.0
Estudiante,Manquimávida,Pasajero Lota,0.0
Estudiante,Manquimávida,Concepción Centro,0.0
Estudiante,Pedro Medina,Hualqui,170.0
Estudiante,Pedro Medina,La Leonera,140.0
Estudiante,Pedro Medina,Manquimávida,140.0
Estudiante,Pedro Medina,Pedro Medina,140.0
Estudiante,Pedro Medina,Chiguayante,140.0
Estudiante,Pedro Medina,Concepción,170.0
Estudiante,Pedro Medina,Lorenzo Arenas,170.0
Estudiante,Pedro Medina,UTFSM,180.0
Estudiante,Pedro Medina,Los Cóndores,180.0
Estudiante,Pedro Medina,Higueras,180.0
Estudiante,Pedro Medina,El Arenal,180.0
Estudiante,Pedro Medina,Mercado,180.0
Estudiante,Pedro Medina,Juan Pablo II,200.0
Estudiante,Pedro Medina,Diagonal Biobío,200.0
Estudiante,Pedro Medina,Alborada,200.0
Estudiante,Pedro Medina,Costa Mar,200.0
Estudiante,Pedro Medina,El Parque,200.0
Estudiante,Pedro Medina,Lomas Coloradas,200.0
Estudiante,Pedro Medina,C. Raúl Silva H.,200.0
Estudiante,Pedro Medina,Hito Galvarino,300.0
Estudiante,Pedro Medina,Los Canelos,300.0
Estudiante,Pedro Medina,Huinca,300.0
Estudiante,Pedro Medina,Cristo Redentor,300.0
Estudiante,Pedro Medina,Laguna Quiñenco,300.0
Estudiante,Pedro Medina,Intermodal Coronel,300.0
Estudiante,Pedro Medina,Pasajero Lota,0.0
Estudiante,Pedro Medina,Concepción Centro,0.0
Estudiante,Chiguayante,Hualqui,170.0
Estudiante,Chiguayante,La Leonera,140.0
Estudiante,Chiguayante,Manquimávida,140.0
Estudiante,Chiguayante,Pedro Medina,140.0
Estudiante,Chiguayante,Chiguayante,140.0
Estudiante,Chiguayante,Concepción,170.0
Estudiante,Chiguayante,Lorenzo Arenas,170.0
Estudiante,Chiguayante,UTFSM,180.0
Estudiante,Chiguayante,Los Cóndores,180.0
Estudiante,Chiguayante,Higueras,180.0
Estudiante,Chiguayante,El Arenal,180.0
Estudiante,Chiguayante,Mercado,180.0
Estudiante,Chiguayante,Juan Pablo II,200.0
Estudiante,Chiguayante,Diagonal Biobío,200.0
Estudiante,Chiguayante,Alborada,200.0
Estudiante,Chiguayante,Costa Mar,200.0
Estudiante,Chiguayante,El Parque,200.0
Estudiante,Chiguayante,Lomas Coloradas,200.0
Estudiante,Chiguayante,C. Raúl Silva H.,200.0
Estudiante,Chiguayante,Hito Galvarino,300.0
Estudiante,Chiguayante,Los Canelos,300.0
Estudiante,Chiguayante,Huinca,300.0
Estudiante,Chiguayante,Cristo Redentor,300.0
Estudiante,Chiguayante,Laguna Quiñenco,300.0
Estudiante,Chiguayante,Intermodal Coronel,300.0
Estudiante,Chiguayante,Pasajero Lota,0.0
Estudiante,Chiguayante,Concepción Centro,0.0
Estudiante,Concepción,Hualqui,180.0
Estudiante,Concepción,La Leonera,170.0
Estudiante,Concepción,Manquimávida,170.0
Estudiante,Concepción,Pedro Medina,170.0
Estudiante,Concepción,Chiguayante,170.0
Estudiante,Concepción,Concepción,140.0
Estudiante,Concepción,Lorenzo Arenas,140.0
Estudiante,Concepción,UTFSM,170.0
Estudiante,Concepción,Los Cóndores,170.0
Estudiante,Concepción,Higueras,170.0
Estudiante,Concepción,El Arenal,180.0
Estudiante,Concepción,Mercado,180.0
Estudiante,Concepción,Juan Pablo II,190.0
Estudiante,Concepción,Diagonal Biobío,190.0
Estudiante,Concepción,Alborada,190.0
Estudiante,Concepción,Costa Mar,190.0
Estudiante,Concepción,El Parque,190.0
Estudiante,Concepción,Lomas Coloradas,190.0
Estudiante,Concepción,C. Raúl Silva H.,190.0
Estudiante,Concepción,Hito Galvarino,280.0
Estudiante,Concepción,Los Canelos,280.0
Estudiante,Concepción,Huinca,280.0
Estudiante,Concepción,Cristo Redentor,280.0
Estudiante,Concepción,Laguna Quiñenco,290.0
Estudiante,Concepción,Intermodal Coronel,290.0
Estudiante,Concepción,Pasajero Lota,0.0
Estudiante,Concepción,Concepción Centro,0.0
Estudiante,Lorenzo Arenas,Hualqui,180.0
Estudiante,Lorenzo Arenas,La Leonera,170.0
Estudiante,Lorenzo Arenas,Manquimávida,170.0
Estudiante,Lorenzo Arenas,Pedro Medina,170.0
Estudiante,Lorenzo Arenas,Chiguayante,170.0
Estudiante,Lorenzo Arenas,Concepción,140.0
Estudiante,Lorenzo Arenas,Lorenzo Arenas,140.0
Estudiante,Lorenzo Arenas,UTFSM,170.0
Estudiante,Lorenzo Arenas,Los Cóndores,170.0
Estudiante,Lorenzo Arenas,Higueras,170.0
Estudiante,Lorenzo Arenas,El Arenal,180.0
Estudiante,Lorenzo Arenas,Mercado,180.0
Estudiante,Lorenzo Arenas,Juan Pablo II,190.0
Estudiante,Lorenzo Arenas,Diagonal Biobío,190.0
Estudiante,Lorenzo Arenas,Alborada,190.0
Estudiante,Lorenzo Arenas,Costa Mar,190.0
Estudiante,Lorenzo Arenas,El Parque,190.0
Estudiante,Lorenzo Arenas,Lomas Coloradas,190.0
Estudiante,Lorenzo Arenas,C. Raúl Silva H.,190.0
Estudiante,Lorenzo Arenas,Hito Galvarino,280.0
Estudiante,Lorenzo Arenas,Los Canelos,280.0
Estudiante,Lorenzo Arenas,Huinca,280.0
Estudiante,Lorenzo Arenas,Cristo Redentor,280.0
Estudiante,Lorenzo Arenas,Laguna Quiñenco,290.0
Estudiante,Lorenzo Arenas,Intermodal Coronel,290.0
Estudiante,Lorenzo Arenas,Pasajero Lota,0.0
Estudiante,Lorenzo Arenas,Concepción Centro,0.0
Estudiante,UTFSM,Hualqui,190.0
Estudiante,UTFSM,La Leonera,180.0
Estudiante,UTFSM,Manquimávida,180.0
Estudiante,UTFSM,Pedro Medina,180.0
Estudiante,UTFSM,Chiguayante,180.0
Estudiante,UTFSM,Concepción,170.0
Estudiante,UTFSM,Lorenzo Arenas,170.0
Estudiante,UTFSM,UTFSM,140.0
Estudiante,UTFSM,Los Cóndores,140.0
Estudiante,UTFSM,Higueras,140.0
Estudiante,UTFSM,El Arenal,160.0
Estudiante,UTFSM,Mercado,160.0
Estudiante,UTFSM,Juan Pablo II,190.0
Estudiante,UTFSM,Diagonal Biobío,190.0
Estudiante,UTFSM,Alborada,190.0
Estudiante,UTFSM,Costa Mar,200.0
Estudiante,UTFSM,El Parque,200.0
Estudiante,UTFSM,Lomas Coloradas,200.0
Estudiante,UTFSM,C. Raúl Silva H.,200.0
Estudiante,UTFSM,Hito Galvarino,290.0
Estudiante,UTFSM,Los Canelos,290.0
Estudiante,UTFSM,Huinca,290.0
Estudiante,UTFSM,Cristo Redentor,290.0
Estudiante,UTFSM,Laguna Quiñenco,300.0
Estudiante,UTFSM,Intermodal Coronel,300.0
Estudiante,UTFSM,Pasajero Lota,0.0
Estudiante,UTFSM,Concepción Centro,0.0
Estudiante,Los Cóndores,Hualqui,190.0
Estudiante,Los Cóndores,La Leonera,180.0
Estudiante,Los Cóndores,Manquimávida,180.0
Estudiante,Los Cóndores,Pedro Medina,180.0
Estudiante,Los Cóndores,Chiguayante,180.0
Estudiante,Los Cóndores,Concepción,170.0
Estudiante,Los Cóndores,Lorenzo Arenas,170.0
Estudiante,Los Cóndores,UTFSM,140.0
Estudiante,Los Cóndores,Los Cóndores,140.0
Estudiante,Los Cóndores,Higueras,140.0
Estudiante,Los Cóndores,El Arenal,160.0
Estudiante,Los Cóndores,Mercado,160.0
Estudiante,Los Cóndores,Juan Pablo II,190.0
Estudiante,Los Cóndores,Diagonal Biobío,190.0
Estudiante,Los Cóndores,Alborada,190.0
Estudiante,Los Cóndores,Costa Mar,200.0
Estudiante,Los Cóndores,El Parque,200.0
Estudiante,Los Cóndores,Lomas Coloradas,200.0
Estudiante,Los Cóndores,C. Raúl Silva H.,200.0
Estudiante,Los Cóndores,Hito Galvarino,290.0
Estudiante,Los Cóndores,Los Canelos,290.0
Estudiante,Los Cóndores,Huinca,290.0
Estudiante,Los Cóndores,Cristo Redentor,290.0
Estudiante,Los Cóndores,Laguna Quiñenco,300.0
Estudiante,Los Cóndores,Intermodal Coronel,300.0
Estudiante,Los Cóndores,Pasajero Lota,0.0
Estudiante,Los Cóndores,Concepción Centro,0.0
Estudiante,Higueras,Hualqui,190.0
Estudiante,Higueras,La Leonera,180.0
Estudiante,Higueras,Manquimávida,180.0
Estudiante,Higueras,Pedro Medina,180.0
Estudiante,Higueras,Chiguayante,180.0
Estudiante,Higueras,Concepción,170.0
Estudiante,Higueras,Lorenzo Arenas,170.0
Estudiante,Higueras,UTFSM,140.0
Estudiante,Higueras,Los Cóndores,140.0
Estudiante,Higueras,Higueras,140.0
Estudiante,Higueras,El Arenal,160.0
Estudiante,Higueras,Mercado,160.0
Estudiante,Higueras,Juan Pablo II,190.0
Estudiante,Higueras,Diagonal Biobío,190.0
Estudiante,Higueras,Alborada,190.0
Estudiante,Higueras,Costa Mar,200.0
Estudiante,Higueras,El Parque,200.0
Estudiante,Higueras,Lomas Coloradas,200.0
Estudiante,Higueras,C. Raúl Silva H.,200.0
Estudiante,Higueras,Hito Galvarino,290.0
Estudiante,Higueras,Los Canelos,290.0
Estudiante,Higueras,Huinca,290.0
Estudiante,Higueras,Cristo Redentor,290.0
Estudiante,Higueras,Laguna Quiñenco,300.0
Estudiante,Higueras,Intermodal Coronel,300.0
Estudiante,Higueras,Pasajero Lota,0.0
Estudiante,Higueras,Concepción Centro,0.0
Estudiante,El Arenal,Hualqui,190.0
Estudiante,El Arenal,La Leonera,180.0
Estudiante,El Arenal,Manquimávida,180.0
Estudiante,El Arenal,Pedro Medina,180.0
Estudiante,El Arenal,Chiguayante,180.0
Estudiante,El Arenal,Concepción,180.0
Estudiante,El Arenal,Lorenzo Arenas,180.0
Estudiante,El Arenal,UTFSM,160.0
Estudiante,El Arenal,Los Cóndores,160.0
Estudiante,El Arenal,Higueras,160.0
Estudiante,El Arenal,El Arenal,140.0
Estudiante,El Arenal,Mercado,140.0
Estudiante,El Arenal,Juan Pablo II,190.0
Estudiante,El Arenal,Diagonal Biobío,190.0
Estudiante,El Arenal,Alborada,190.0
Estudiante,El Arenal,Costa Mar,200.0
Estudiante,El Arenal,El Parque,200.0
Estudiante,El Arenal,Lomas Coloradas,200.0
Estudiante,El Arenal,C. Raúl Silva H.,200.0
Estudiante,El Arenal,Hito Galvarino,290.0
Estudiante,El Arenal,Los Canelos,290.0
Estudiante,El Arenal,Huinca,300.0
Estudiante,El Arenal,Cristo Redentor,300.0
Estudiante,El Arenal,Laguna Quiñenco,300.0
Estudiante,El Arenal,Intermodal Coronel,300.0
Estudiante,El Arenal,Pasajero Lota,0.0
Estudiante,El Arenal,Concepción Centro,0.0
Estudiante,Mercado,Hualqui,190.0
Estudiante,Mercado,La Leonera,180.0
Estudiante,Mercado,Manquimávida,180.0
Estudiante,Mercado,Pedro Medina,180.0
Estudiante,Mercado,Chiguayante,180.0
Estudiante,Mercado,Concepción,180.0
Estudiante,Mercado,Lorenzo Arenas,180.0
Estudiante,Mercado,UTFSM,160.0
Estudiante,Mercado,Los Cóndores,160.0
Estudiante,Mercado,Higueras,160.0
Estudiante,Mercado,El Arenal,140.0
Estudiante,Mercado,Mercado,140.0
Estudiante,Mercado,Juan Pablo II,190.0
Estudiante,Mercado,Diagonal Biobío,190.0
Estudiante,Mercado,Alborada,190.0
Estudiante,Mercado,Costa Mar,200.0
Estudiante,Mercado,El Parque,200.0
Estudiante,Mercado,Lomas Coloradas,200.0
Estudiante,Mercado,C. Raúl Silva H.,200.0
Estudiante,Mercado,Hito Galvarino,290.0
Estudiante,Mercado,Los Canelos,290.0
Estudiante,Mercado,Huinca,300.0
Estudiante,Mercado,Cristo Redentor,300.0
Estudiante,Mercado,Laguna Quiñenco,300.0
Estudiante,Mercado,Intermodal Coronel,300.0
Estudiante,Mercado,Pasajero Lota,0.0
Estudiante,Mercado,Concepción Centro,0.0
Estudiante,Juan Pablo II,Hualqui,200.0
Estudiante,Juan Pablo II,La Leonera,200.0
Estudiante,Juan Pablo II,Manquimávida,200.0
Estudiante,Juan Pablo II,Pedro Medina,200.0
Estudiante,Juan Pablo II,Chiguayante,200.0
Estudiante,Juan Pablo II,Concepción,190.0
Estudiante,Juan Pablo II,Lorenzo Arenas,190.0
Estudiante,Juan Pablo II,UTFSM,190.0
Estudiante,Juan Pablo II,Los Cóndores,190.0
Estudiante,Juan Pablo II,Higueras,190.0
Estudiante,Juan Pablo II,El Arenal,190.0
Estudiante,Juan Pablo II,Mercado,190.0
Estudiante,Juan Pablo II,Juan Pablo II,150.0
Estudiante,Juan Pablo II,Diagonal Biobío,150.0
Estudiante,Juan Pablo II,Alborada,150.0
Estudiante,Juan Pablo II,Costa Mar,170.0
Estudiante,Juan Pablo II,El Parque,170.0
Estudiante,Juan Pablo II,Lomas Coloradas,170.0
Estudiante,Juan Pablo II,C. Raúl Silva H.,170.0
Estudiante,Juan Pablo II,Hito Galvarino,220.0
Estudiante,Juan Pablo II,Los Canelos,220.0
Estudiante,Juan Pablo II,Huinca,230.0
Estudiante,Juan Pablo II,Cristo Redentor,230.0
Estudiante,Juan Pablo II,Laguna Quiñenco,260.0
Estudiante,Juan Pablo II,Intermodal Coronel,260.0
Estudiante,Juan Pablo II,Pasajero Lota,0.0
Estudiante,Juan Pablo II,Concepción Centro,0.0
Estudiante,Diagonal Biobío,Hualqui,200.0
Estudiante,Diagonal Biobío,La Leonera,200.0
Estudiante,Diagonal Biobío,Manquimávida,200.0
Estudiante,Diagonal Biobío,Pedro Medina,200.0
Estudiante,Diagonal Biobío,Chiguayante,200.0
Estudiante,Diagonal Biobío,Concepción,190.0
Estudiante,Diagonal Biobío,Lorenzo Arenas,190.0
Estudiante,Diagonal Biobío,UTFSM,190.0
Estudiante,Diagonal Biobío,Los Cóndores,190.0
Estudiante,Diagonal Biobío,Higueras,190.0
Estudiante,Diagonal Biobío,El Arenal,190.0
Estudiante,Diagonal Biobío,Mercado,190.0
Estudiante,Diagonal Biobío,Juan Pablo II,150.0
Estudiante,Diagonal Biobío,Diagonal Biobío,150.0
Estudiante,Diagonal Biobío,Alborada,150.0
Estudiante,Diagonal Biobío,Costa Mar,170.0
Estudiante,Diagonal Biobío,El Parque,170.0
Estudiante,Diagonal Biobío,Lomas Coloradas,170.0
Estudiante,Diagonal Biobío,C. Raúl Silva H.,170.0
Estudiante,Diagonal Biobío,Hito Galvarino,220.0
Estudiante,Diagonal Biobío,Los Canelos,220.0
Estudiante,Diagonal Biobío,Huinca,230.0
Estudiante,Diagonal Biobío,Cristo Redentor,230.0
Estudiante,Diagonal Biobío,Laguna Quiñenco,260.0
Estudiante,Diagonal Biobío,Intermodal Coronel,260.0
Estudiante,Diagonal Biobío,Pasajero Lota,0.0
Estudiante,Diagonal Biobío,Concepción Centro,0.0
Estudiante,Alborada,Hualqui,200.0
Estudiante,Alborada,La Leonera,200.0
Estudiante,Alborada,Manquimávida,200.0
Estudiante,Alborada,Pedro Medina,200.0
Estudiante,Alborada,Chiguayante,200.0
Estudiante,Alborada,Concepción,190.0
Estudiante,Alborada,Lorenzo Arenas,190.0
Estudiante,Alborada,UTFSM,190.0
Estudiante,Alborada,Los Cóndores,190.0
Estudiante,Alborada,Higueras,190.0
Estudiante,Alborada,El Arenal,190.0
Estudiante,Alborada,Mercado,190.0
Estudiante,Alborada,Juan Pablo II,150.0
Estudiante,Alborada,Diagonal Biobío,150.0
Estudiante,Alborada,Alborada,150.0
Estudiante,Alborada,Costa Mar,170.0
Estudiante,Alborada,El Parque,170.0
Estudiante,Alborada,Lomas Coloradas,170.0
Estudiante,Alborada,C. Raúl Silva H.,170.0
Estudiante,Alborada,Hito Galvarino,220.0
Estudiante,Alborada,Los Canelos,220.0
Estudiante,Alborada,Huinca,230.0
Estudiante,Alborada,Cristo Redentor,230.0
Estudiante,Alborada,Laguna Quiñenco,260.0
Estudiante,Alborada,Intermodal Coronel,260.0
Estudiante,Alborada,Pasajero Lota,0.0
Estudiante,Alborada,Concepción Centro,0.0
Estudiante,Costa Mar,Hualqui,200.0
Estudiante,Costa Mar,La Leonera,200.0
Estudiante,Costa Mar,Manquimávida,200.0
Estudiante,Costa Mar,Pedro Medina,200.0
Estudiante,Costa Mar,Chiguayante,200.0
Estudiante,Costa Mar,Concepción,190.0
Estudiante,Costa Mar,Lorenzo Arenas,190.0
Estudiante,Costa Mar,UTFSM,200.0
Estudiante,Costa Mar,Los Cóndores,200.0
Estudiante,Costa Mar,Higueras,200.0
Estudiante,Costa Mar,El Arenal,200.0
Estudiante,Costa Mar,Mercado,200.0
Estudiante,Costa Mar,Juan Pablo II,170.0
Estudiante,Costa Mar,Diagonal Biobío,170.0
Estudiante,Costa Mar,Alborada,170.0
Estudiante,Costa Mar,Costa Mar,140.0
Estudiante,Costa Mar,El Parque,140.0
Estudiante,Costa Mar,Lomas Coloradas,140.0
Estudiante,Costa Mar,C. Raúl Silva H.,140.0
Estudiante,Costa Mar,Hito Galvarino,200.0
Estudiante,Costa Mar,Los Canelos,200.0
Estudiante,Costa Mar,Huinca,210.0
Estudiante,Costa Mar,Cristo Redentor,210.0
Estudiante,Costa Mar,Laguna Quiñenco,220.0
Estudiante,Costa Mar,Intermodal Coronel,220.0
Estudiante,Costa Mar,Pasajero Lota,0.0
Estudiante,Costa Mar,Concepción Centro,0.0
Estudiante,El Parque,Hualqui,200.0
Estudiante,El Parque,La Leonera,200.0
Estudiante,El Parque,Manquimávida,200.0
Estudiante,El Parque,Pedro Medina,200.0
Estudiante,El Parque,Chiguayante,200.0
Estudiante,El Parque,Concepción,190.0
Estudiante,El Parque,Lorenzo Arenas,190.0
Estudiante,El Parque,UTFSM,200.0
Estudiante,El Parque,Los Cóndores,200.0
Estudiante,El Parque,Higueras,200.0
Estudiante,El Parque,El Arenal,200.0
Estudiante,El Parque,Mercado,200.0
Estudiante,El Parque,Juan Pablo II,170.0
Estudiante,El Parque,Diagonal Biobío,170.0
Estudiante,El Parque,Alborada,170.0
